input_sizes,output_layouts
"[(258, 291), (117, 86), (72, 70), (194, 223), (242, 50), (281, 120), (206, 272), (281, 87), (168, 82), (71, 116), (195, 259), (126, 151)]","[(566, 116, 824, 116, 824, 407, 566, 407), (185, 708, 302, 708, 302, 794, 185, 794), (119, 750, 191, 750, 191, 820, 119, 820), (485, 569, 679, 569, 679, 792, 485, 792), (352, 897, 594, 897, 594, 947, 352, 947), (33, 680, 314, 680, 314, 800, 33, 800), (138, 584, 344, 584, 344, 856, 138, 856), (508, 554, 789, 554, 789, 641, 508, 641), (729, 402, 897, 402, 897, 484, 729, 484), (530, 0, 601, 0, 601, 116, 530, 116), (179, 352, 374, 352, 374, 611, 179, 611), (587, 35, 713, 35, 713, 186, 587, 186)]"
"[(170, 143), (245, 151)]","[(270, 284, 440, 284, 440, 427, 270, 427), (647, 246, 892, 246, 892, 397, 647, 397)]"
"[(151, 208), (274, 169), (205, 276), (279, 123), (209, 155), (196, 152), (194, 130)]","[(621, 739, 772, 739, 772, 947, 621, 947), (137, 704, 411, 704, 411, 873, 137, 873), (571, 633, 776, 633, 776, 909, 571, 909), (334, 713, 613, 713, 613, 836, 334, 836), (222, 622, 431, 622, 431, 777, 222, 777), (385, 607, 581, 607, 581, 759, 385, 759), (448, 153, 642, 153, 642, 283, 448, 283)]"
"[(217, 250), (297, 161), (100, 157), (219, 266), (255, 170), (204, 218), (164, 144), (157, 243), (226, 130), (251, 122)]","[(762, 566, 979, 566, 979, 816, 762, 816), (663, 469, 960, 469, 960, 630, 663, 630), (878, 312, 978, 312, 978, 469, 878, 469), (718, 171, 937, 171, 937, 437, 718, 437), (381, 550, 636, 550, 636, 720, 381, 720), (673, 1, 877, 1, 877, 219, 673, 219), (214, 55, 378, 55, 378, 199, 214, 199), (567, 346, 724, 346, 724, 589, 567, 589), (485, 490, 711, 490, 711, 620, 485, 620), (721, 829, 972, 829, 972, 951, 721, 951)]"
"[(144, 193), (237, 87), (93, 270), (220, 86), (275, 112), (173, 174), (161, 283), (228, 143), (221, 282), (63, 165), (115, 294)]","[(603, 607, 747, 607, 747, 800, 603, 800), (283, 10, 520, 10, 520, 97, 283, 97), (456, 208, 549, 208, 549, 478, 456, 478), (659, 731, 879, 731, 879, 817, 659, 817), (667, 800, 942, 800, 942, 912, 667, 912), (549, 10, 722, 10, 722, 184, 549, 184), (54, 375, 215, 375, 215, 658, 54, 658), (217, 34, 445, 34, 445, 177, 217, 177), (184, 707, 405, 707, 405, 989, 184, 989), (175, 63, 238, 63, 238, 228, 175, 228), (593, 565, 708, 565, 708, 859, 593, 859)]"
"[(123, 73), (211, 173), (228, 266), (219, 50), (205, 97), (296, 293), (81, 269), (190, 158), (217, 152), (96, 178)]","[(567, 350, 690, 350, 690, 423, 567, 423), (382, 96, 593, 96, 593, 269, 382, 269), (212, 461, 440, 461, 440, 727, 212, 727), (35, 707, 254, 707, 254, 757, 35, 757), (458, 679, 663, 679, 663, 776, 458, 776), (500, 258, 796, 258, 796, 551, 500, 551), (687, 344, 768, 344, 768, 613, 687, 613), (545, 593, 735, 593, 735, 751, 545, 751), (268, 164, 485, 164, 485, 316, 268, 316), (845, 620, 941, 620, 941, 798, 845, 798)]"
"[(225, 238), (61, 120), (250, 201), (172, 51), (52, 190), (84, 229), (220, 277), (106, 115), (173, 227)]","[(170, 652, 395, 652, 395, 890, 170, 890), (796, 677, 857, 677, 857, 797, 796, 797), (480, 352, 730, 352, 730, 553, 480, 553), (561, 519, 733, 519, 733, 570, 561, 570), (302, 466, 354, 466, 354, 656, 302, 656), (205, 456, 289, 456, 289, 685, 205, 685), (172, 686, 392, 686, 392, 963, 172, 963), (288, 666, 394, 666, 394, 781, 288, 781), (389, 633, 562, 633, 562, 860, 389, 860)]"
"[(279, 185), (285, 222), (157, 136), (81, 129), (156, 252)]","[(512, 20, 791, 20, 791, 205, 512, 205), (585, 57, 870, 57, 870, 279, 585, 279), (285, 646, 442, 646, 442, 782, 285, 782), (885, 858, 966, 858, 966, 987, 885, 987), (324, 607, 480, 607, 480, 859, 324, 859)]"
"[(184, 59), (265, 85), (86, 170), (147, 290)]","[(743, 500, 927, 500, 927, 559, 743, 559), (502, 487, 767, 487, 767, 572, 502, 572), (494, 350, 580, 350, 580, 520, 494, 520), (262, 162, 409, 162, 409, 452, 262, 452)]"
"[(63, 255)]","[(393, 441, 456, 441, 456, 696, 393, 696)]"
"[(135, 78), (149, 251), (261, 131), (148, 225), (71, 69), (126, 247)]","[(369, 532, 504, 532, 504, 610, 369, 610), (496, 690, 645, 690, 645, 941, 496, 941), (449, 463, 710, 463, 710, 594, 449, 594), (188, 741, 336, 741, 336, 966, 188, 966), (173, 875, 244, 875, 244, 944, 173, 944), (544, 184, 670, 184, 670, 431, 544, 431)]"
"[(64, 105), (169, 77), (271, 222), (104, 102), (154, 264), (63, 206), (200, 283), (283, 58)]","[(460, 822, 524, 822, 524, 927, 460, 927), (77, 264, 246, 264, 246, 341, 77, 341), (86, 568, 357, 568, 357, 790, 86, 790), (300, 849, 404, 849, 404, 951, 300, 951), (75, 470, 229, 470, 229, 734, 75, 734), (546, 72, 609, 72, 609, 278, 546, 278), (735, 83, 935, 83, 935, 366, 735, 366), (616, 329, 899, 329, 899, 387, 616, 387)]"
"[(106, 236), (229, 249), (193, 56), (210, 119), (95, 145), (258, 207), (136, 116), (259, 258)]","[(487, 59, 593, 59, 593, 295, 487, 295), (473, 107, 702, 107, 702, 356, 473, 356), (188, 259, 381, 259, 381, 315, 188, 315), (65, 674, 275, 674, 275, 793, 65, 793), (221, 237, 316, 237, 316, 382, 221, 382), (646, 327, 904, 327, 904, 534, 646, 534), (428, 864, 564, 864, 564, 980, 428, 980), (407, 432, 666, 432, 666, 690, 407, 690)]"
"[(146, 293), (78, 206), (141, 92), (102, 263), (222, 94), (176, 145), (163, 224), (278, 125), (81, 180)]","[(443, 319, 589, 319, 589, 612, 443, 612), (823, 404, 901, 404, 901, 610, 823, 610), (143, 857, 284, 857, 284, 949, 143, 949), (92, 526, 194, 526, 194, 789, 92, 789), (70, 872, 292, 872, 292, 966, 70, 966), (14, 788, 190, 788, 190, 933, 14, 933), (514, 449, 677, 449, 677, 673, 514, 673), (278, 755, 556, 755, 556, 880, 278, 880), (231, 433, 312, 433, 312, 613, 231, 613)]"
"[(87, 187)]","[(266, 42, 353, 42, 353, 229, 266, 229)]"
"[(152, 61), (197, 61), (289, 103), (96, 266), (222, 264), (218, 101), (91, 141), (137, 234), (83, 163), (264, 238)]","[(101, 18, 253, 18, 253, 79, 101, 79), (234, 731, 431, 731, 431, 792, 234, 792), (472, 506, 761, 506, 761, 609, 472, 609), (593, 233, 689, 233, 689, 499, 593, 499), (768, 218, 990, 218, 990, 482, 768, 482), (98, 214, 316, 214, 316, 315, 98, 315), (490, 71, 581, 71, 581, 212, 490, 212), (231, 397, 368, 397, 368, 631, 231, 631), (205, 570, 288, 570, 288, 733, 205, 733), (10, 114, 274, 114, 274, 352, 10, 352)]"
"[(236, 297), (178, 245)]","[(2, 443, 238, 443, 238, 740, 2, 740), (299, 311, 477, 311, 477, 556, 299, 556)]"
"[(206, 177), (123, 257), (57, 249), (52, 221), (143, 229), (69, 97)]","[(319, 474, 525, 474, 525, 651, 319, 651), (296, 188, 419, 188, 419, 445, 296, 445), (666, 74, 723, 74, 723, 323, 666, 323), (309, 219, 361, 219, 361, 440, 309, 440), (572, 320, 715, 320, 715, 549, 572, 549), (393, 365, 462, 365, 462, 462, 393, 462)]"
"[(293, 245), (200, 154), (63, 163), (96, 133), (192, 289), (54, 257), (280, 174)]","[(407, 134, 700, 134, 700, 379, 407, 379), (17, 145, 217, 145, 217, 299, 17, 299), (535, 117, 598, 117, 598, 280, 535, 280), (69, 196, 165, 196, 165, 329, 69, 329), (378, 407, 570, 407, 570, 696, 378, 696), (214, 206, 268, 206, 268, 463, 214, 463), (656, 523, 936, 523, 936, 697, 656, 697)]"
"[(84, 223), (239, 144), (184, 123), (275, 240), (223, 263), (296, 293)]","[(187, 351, 271, 351, 271, 574, 187, 574), (169, 687, 408, 687, 408, 831, 169, 831), (781, 198, 965, 198, 965, 321, 781, 321), (188, 415, 463, 415, 463, 655, 188, 655), (90, 407, 313, 407, 313, 670, 90, 670), (689, 591, 985, 591, 985, 884, 689, 884)]"
"[(113, 204), (248, 128), (292, 286), (130, 137)]","[(472, 438, 585, 438, 585, 642, 472, 642), (468, 349, 716, 349, 716, 477, 468, 477), (608, 710, 900, 710, 900, 996, 608, 996), (788, 259, 918, 259, 918, 396, 788, 396)]"
"[(113, 204), (224, 170), (92, 58), (102, 118), (287, 146)]","[(833, 510, 946, 510, 946, 714, 833, 714), (495, 274, 719, 274, 719, 444, 495, 444), (660, 669, 752, 669, 752, 727, 660, 727), (394, 583, 496, 583, 496, 701, 394, 701), (31, 738, 318, 738, 318, 884, 31, 884)]"
"[(251, 245), (141, 124)]","[(623, 213, 874, 213, 874, 458, 623, 458), (52, 235, 193, 235, 193, 359, 52, 359)]"
"[(67, 199), (82, 254), (265, 98), (286, 117), (149, 130), (232, 285), (131, 175), (152, 201), (183, 71)]","[(239, 6, 306, 6, 306, 205, 239, 205), (711, 273, 793, 273, 793, 527, 711, 527), (326, 355, 591, 355, 591, 453, 326, 453), (8, 393, 294, 393, 294, 510, 8, 510), (230, 829, 379, 829, 379, 959, 230, 959), (143, 325, 375, 325, 375, 610, 143, 610), (96, 15, 227, 15, 227, 190, 96, 190), (397, 188, 549, 188, 549, 389, 397, 389), (704, 440, 887, 440, 887, 511, 704, 511)]"
"[(87, 284), (52, 116)]","[(577, 487, 664, 487, 664, 771, 577, 771), (140, 101, 192, 101, 192, 217, 140, 217)]"
"[(82, 128), (52, 229), (199, 68), (296, 204), (73, 112), (224, 113), (298, 82), (195, 125)]","[(566, 199, 648, 199, 648, 327, 566, 327), (437, 323, 489, 323, 489, 552, 437, 552), (73, 846, 272, 846, 272, 914, 73, 914), (265, 721, 561, 721, 561, 925, 265, 925), (559, 592, 632, 592, 632, 704, 559, 704), (238, 681, 462, 681, 462, 794, 238, 794), (332, 30, 630, 30, 630, 112, 332, 112), (508, 152, 703, 152, 703, 277, 508, 277)]"
"[(126, 96), (198, 294), (216, 288), (274, 57)]","[(404, 677, 530, 677, 530, 773, 404, 773), (547, 542, 745, 542, 745, 836, 547, 836), (641, 636, 857, 636, 857, 924, 641, 924), (126, 583, 400, 583, 400, 640, 126, 640)]"
"[(102, 102)]","[(222, 745, 324, 745, 324, 847, 222, 847)]"
"[(195, 233)]","[(304, 504, 499, 504, 499, 737, 304, 737)]"
"[(61, 259), (262, 65), (56, 120), (209, 246), (255, 204), (112, 111), (155, 75), (201, 287), (271, 111), (235, 180), (130, 151)]","[(282, 324, 343, 324, 343, 583, 282, 583), (367, 190, 629, 190, 629, 255, 367, 255), (38, 776, 94, 776, 94, 896, 38, 896), (8, 403, 217, 403, 217, 649, 8, 649), (207, 710, 462, 710, 462, 914, 207, 914), (739, 204, 851, 204, 851, 315, 739, 315), (165, 540, 320, 540, 320, 615, 165, 615), (111, 586, 312, 586, 312, 873, 111, 873), (296, 271, 567, 271, 567, 382, 296, 382), (671, 402, 906, 402, 906, 582, 671, 582), (648, 745, 778, 745, 778, 896, 648, 896)]"
"[(177, 117), (176, 102)]","[(461, 320, 638, 320, 638, 437, 461, 437), (779, 538, 955, 538, 955, 640, 779, 640)]"
"[(197, 152), (133, 202), (119, 300), (190, 281)]","[(176, 321, 373, 321, 373, 473, 176, 473), (823, 455, 956, 455, 956, 657, 823, 657), (866, 36, 985, 36, 985, 336, 866, 336), (109, 526, 299, 526, 299, 807, 109, 807)]"
"[(131, 285), (145, 179), (264, 72)]","[(797, 144, 928, 144, 928, 429, 797, 429), (648, 712, 793, 712, 793, 891, 648, 891), (2, 339, 266, 339, 266, 411, 2, 411)]"
"[(255, 247), (220, 258), (210, 291), (64, 219), (209, 213), (300, 254), (106, 92), (206, 99), (159, 89), (246, 250), (190, 234)]","[(455, 724, 710, 724, 710, 971, 455, 971), (626, 501, 846, 501, 846, 759, 626, 759), (435, 702, 645, 702, 645, 993, 435, 993), (772, 465, 836, 465, 836, 684, 772, 684), (302, 509, 511, 509, 511, 722, 302, 722), (283, 240, 583, 240, 583, 494, 283, 494), (220, 256, 326, 256, 326, 348, 220, 348), (606, 288, 812, 288, 812, 387, 606, 387), (45, 512, 204, 512, 204, 601, 45, 601), (456, 12, 702, 12, 702, 262, 456, 262), (374, 36, 564, 36, 564, 270, 374, 270)]"
"[(247, 215), (86, 83), (158, 92), (278, 106), (266, 218), (62, 69), (145, 155), (52, 61), (199, 155), (147, 158), (106, 255), (124, 263)]","[(410, 491, 657, 491, 657, 706, 410, 706), (660, 117, 746, 117, 746, 200, 660, 200), (62, 296, 220, 296, 220, 388, 62, 388), (166, 793, 444, 793, 444, 899, 166, 899), (396, 150, 662, 150, 662, 368, 396, 368), (373, 158, 435, 158, 435, 227, 373, 227), (532, 480, 677, 480, 677, 635, 532, 635), (387, 12, 439, 12, 439, 73, 387, 73), (209, 440, 408, 440, 408, 595, 209, 595), (310, 257, 457, 257, 457, 415, 310, 415), (604, 191, 710, 191, 710, 446, 604, 446), (727, 161, 851, 161, 851, 424, 727, 424)]"
"[(63, 129), (249, 67), (265, 148), (265, 256), (204, 185), (225, 129), (73, 105)]","[(830, 692, 893, 692, 893, 821, 830, 821), (289, 828, 538, 828, 538, 895, 289, 895), (490, 510, 755, 510, 755, 658, 490, 658), (666, 218, 931, 218, 931, 474, 666, 474), (183, 479, 387, 479, 387, 664, 183, 664), (528, 310, 753, 310, 753, 439, 528, 439), (11, 447, 84, 447, 84, 552, 11, 552)]"
"[(88, 200), (234, 82), (179, 163), (139, 241), (150, 118), (93, 241), (51, 59)]","[(210, 143, 298, 143, 298, 343, 210, 343), (642, 748, 876, 748, 876, 830, 642, 830), (207, 92, 386, 92, 386, 255, 207, 255), (464, 578, 603, 578, 603, 819, 464, 819), (229, 875, 379, 875, 379, 993, 229, 993), (634, 453, 727, 453, 727, 694, 634, 694), (156, 714, 207, 714, 207, 773, 156, 773)]"
"[(125, 54), (66, 177)]","[(98, 680, 223, 680, 223, 734, 98, 734), (414, 492, 480, 492, 480, 669, 414, 669)]"
"[(149, 135), (108, 262), (65, 176), (103, 159), (189, 129), (235, 144)]","[(293, 276, 442, 276, 442, 411, 293, 411), (191, 175, 299, 175, 299, 437, 191, 437), (356, 321, 421, 321, 421, 497, 356, 497), (215, 461, 318, 461, 318, 620, 215, 620), (564, 802, 753, 802, 753, 931, 564, 931), (436, 239, 671, 239, 671, 383, 436, 383)]"
"[(69, 136), (215, 124), (179, 255), (82, 163), (249, 246), (131, 179), (268, 251), (227, 261), (247, 259), (293, 247), (93, 138), (163, 147)]","[(731, 50, 800, 50, 800, 186, 731, 186), (581, 33, 796, 33, 796, 157, 581, 157), (203, 695, 382, 695, 382, 950, 203, 950), (69, 688, 151, 688, 151, 851, 69, 851), (5, 650, 254, 650, 254, 896, 5, 896), (548, 146, 679, 146, 679, 325, 548, 325), (663, 456, 931, 456, 931, 707, 663, 707), (39, 163, 266, 163, 266, 424, 39, 424), (668, 499, 915, 499, 915, 758, 668, 758), (333, 576, 626, 576, 626, 823, 333, 823), (439, 476, 532, 476, 532, 614, 439, 614), (667, 790, 830, 790, 830, 937, 667, 937)]"
"[(57, 109), (279, 99), (263, 91), (236, 253), (163, 196), (237, 174), (108, 147), (253, 156)]","[(390, 826, 447, 826, 447, 935, 390, 935), (27, 482, 306, 482, 306, 581, 27, 581), (605, 596, 868, 596, 868, 687, 605, 687), (43, 457, 279, 457, 279, 710, 43, 710), (799, 752, 962, 752, 962, 948, 799, 948), (593, 103, 830, 103, 830, 277, 593, 277), (512, 591, 620, 591, 620, 738, 512, 738), (696, 303, 949, 303, 949, 459, 696, 459)]"
"[(130, 135), (50, 164), (157, 197), (259, 180), (254, 282), (98, 288), (58, 254), (153, 208)]","[(667, 165, 797, 165, 797, 300, 667, 300), (37, 56, 87, 56, 87, 220, 37, 220), (206, 211, 363, 211, 363, 408, 206, 408), (665, 645, 924, 645, 924, 825, 665, 825), (92, 454, 346, 454, 346, 736, 92, 736), (902, 494, 1000, 494, 1000, 782, 902, 782), (377, 33, 435, 33, 435, 287, 377, 287), (254, 80, 407, 80, 407, 288, 254, 288)]"
"[(239, 232), (250, 169), (213, 181)]","[(529, 691, 768, 691, 768, 923, 529, 923), (386, 261, 636, 261, 636, 430, 386, 430), (585, 576, 798, 576, 798, 757, 585, 757)]"
"[(270, 145), (81, 189), (274, 250), (130, 68)]","[(228, 172, 498, 172, 498, 317, 228, 317), (810, 377, 891, 377, 891, 566, 810, 566), (208, 539, 482, 539, 482, 789, 208, 789), (342, 305, 472, 305, 472, 373, 342, 373)]"
"[(217, 60), (285, 174), (56, 178), (237, 237), (89, 197), (76, 186), (250, 219)]","[(604, 49, 821, 49, 821, 109, 604, 109), (634, 799, 919, 799, 919, 973, 634, 973), (333, 237, 389, 237, 389, 415, 333, 415), (34, 458, 271, 458, 271, 695, 34, 695), (636, 350, 725, 350, 725, 547, 636, 547), (863, 288, 939, 288, 939, 474, 863, 474), (683, 54, 933, 54, 933, 273, 683, 273)]"
"[(268, 74), (50, 58), (51, 121), (91, 129), (261, 273), (177, 110), (141, 86), (146, 72), (209, 230), (242, 208)]","[(638, 32, 906, 32, 906, 106, 638, 106), (801, 164, 851, 164, 851, 222, 801, 222), (769, 673, 820, 673, 820, 794, 769, 794), (828, 266, 919, 266, 919, 395, 828, 395), (226, 724, 487, 724, 487, 997, 226, 997), (439, 585, 616, 585, 616, 695, 439, 695), (180, 876, 321, 876, 321, 962, 180, 962), (591, 738, 737, 738, 737, 810, 591, 810), (462, 465, 671, 465, 671, 695, 462, 695), (261, 456, 503, 456, 503, 664, 261, 664)]"
"[(231, 72), (203, 50), (266, 54), (146, 236), (291, 96), (297, 96), (82, 52)]","[(60, 203, 291, 203, 291, 275, 60, 275), (331, 378, 534, 378, 534, 428, 331, 428), (691, 944, 957, 944, 957, 998, 691, 998), (807, 193, 953, 193, 953, 429, 807, 429), (34, 612, 325, 612, 325, 708, 34, 708), (567, 370, 864, 370, 864, 466, 567, 466), (714, 363, 796, 363, 796, 415, 714, 415)]"
"[(136, 236), (100, 203), (142, 148), (158, 50), (141, 276)]","[(689, 485, 825, 485, 825, 721, 689, 721), (507, 447, 607, 447, 607, 650, 507, 650), (86, 799, 228, 799, 228, 947, 86, 947), (25, 419, 183, 419, 183, 469, 25, 469), (704, 262, 845, 262, 845, 538, 704, 538)]"
"[(175, 286), (181, 90), (87, 97), (297, 257), (191, 112), (71, 256)]","[(507, 612, 682, 612, 682, 898, 507, 898), (680, 608, 861, 608, 861, 698, 680, 698), (133, 187, 220, 187, 220, 284, 133, 284), (673, 86, 970, 86, 970, 343, 673, 343), (63, 75, 254, 75, 254, 187, 63, 187), (928, 469, 999, 469, 999, 725, 928, 725)]"
"[(205, 209), (237, 232), (250, 144), (52, 295), (125, 133), (220, 182), (144, 174), (183, 153), (108, 149), (59, 283), (63, 248)]","[(177, 734, 382, 734, 382, 943, 177, 943), (316, 551, 553, 551, 553, 783, 316, 783), (169, 646, 419, 646, 419, 790, 169, 790), (322, 518, 374, 518, 374, 813, 322, 813), (327, 10, 452, 10, 452, 143, 327, 143), (580, 142, 800, 142, 800, 324, 580, 324), (51, 798, 195, 798, 195, 972, 51, 972), (52, 749, 235, 749, 235, 902, 52, 902), (592, 464, 700, 464, 700, 613, 592, 613), (359, 659, 418, 659, 418, 942, 359, 942), (415, 37, 478, 37, 478, 285, 415, 285)]"
"[(287, 253), (246, 111), (192, 278), (135, 223), (102, 70), (178, 177), (142, 225), (127, 215)]","[(675, 574, 962, 574, 962, 827, 675, 827), (460, 91, 706, 91, 706, 202, 460, 202), (172, 674, 364, 674, 364, 952, 172, 952), (283, 518, 418, 518, 418, 741, 283, 741), (165, 301, 267, 301, 267, 371, 165, 371), (213, 772, 391, 772, 391, 949, 213, 949), (778, 615, 920, 615, 920, 840, 778, 840), (485, 382, 612, 382, 612, 597, 485, 597)]"
"[(273, 148), (251, 96), (61, 279), (205, 206)]","[(634, 489, 907, 489, 907, 637, 634, 637), (120, 251, 371, 251, 371, 347, 120, 347), (223, 663, 284, 663, 284, 942, 223, 942), (675, 395, 880, 395, 880, 601, 675, 601)]"
"[(234, 226), (284, 158), (274, 63), (107, 189), (292, 207)]","[(320, 666, 554, 666, 554, 892, 320, 892), (260, 476, 544, 476, 544, 634, 260, 634), (510, 302, 784, 302, 784, 365, 510, 365), (618, 613, 725, 613, 725, 802, 618, 802), (521, 95, 813, 95, 813, 302, 521, 302)]"
"[(71, 75), (300, 251)]","[(392, 160, 463, 160, 463, 235, 392, 235), (545, 630, 845, 630, 845, 881, 545, 881)]"
"[(172, 236), (267, 104), (237, 152), (211, 98), (103, 298)]","[(384, 639, 556, 639, 556, 875, 384, 875), (353, 49, 620, 49, 620, 153, 353, 153), (210, 469, 447, 469, 447, 621, 210, 621), (510, 568, 721, 568, 721, 666, 510, 666), (504, 56, 607, 56, 607, 354, 504, 354)]"
"[(236, 213), (155, 218), (213, 72), (196, 105), (170, 240), (191, 176)]","[(504, 688, 740, 688, 740, 901, 504, 901), (456, 232, 611, 232, 611, 450, 456, 450), (652, 337, 865, 337, 865, 409, 652, 409), (474, 739, 670, 739, 670, 844, 474, 844), (84, 506, 254, 506, 254, 746, 84, 746), (597, 327, 788, 327, 788, 503, 597, 503)]"
"[(270, 172), (194, 144), (70, 259), (297, 66), (125, 140), (115, 214), (208, 58), (261, 249), (185, 85), (136, 285), (271, 273), (189, 178)]","[(116, 93, 386, 93, 386, 265, 116, 265), (789, 668, 983, 668, 983, 812, 789, 812), (490, 235, 560, 235, 560, 494, 490, 494), (437, 468, 734, 468, 734, 534, 437, 534), (235, 833, 360, 833, 360, 973, 235, 973), (461, 748, 576, 748, 576, 962, 461, 962), (568, 573, 776, 573, 776, 631, 568, 631), (304, 149, 565, 149, 565, 398, 304, 398), (208, 805, 393, 805, 393, 890, 208, 890), (44, 270, 180, 270, 180, 555, 44, 555), (288, 579, 559, 579, 559, 852, 288, 852), (365, 103, 554, 103, 554, 281, 365, 281)]"
"[(196, 171), (135, 112), (268, 56), (116, 274), (86, 236), (126, 239), (267, 121), (131, 69), (281, 213), (172, 255), (73, 196)]","[(65, 365, 261, 365, 261, 536, 65, 536), (682, 206, 817, 206, 817, 318, 682, 318), (241, 337, 509, 337, 509, 393, 241, 393), (527, 712, 643, 712, 643, 986, 527, 986), (16, 316, 102, 316, 102, 552, 16, 552), (616, 141, 742, 141, 742, 380, 616, 380), (468, 715, 735, 715, 735, 836, 468, 836), (505, 894, 636, 894, 636, 963, 505, 963), (441, 10, 722, 10, 722, 223, 441, 223), (46, 578, 218, 578, 218, 833, 46, 833), (643, 195, 716, 195, 716, 391, 643, 391)]"
"[(259, 281), (271, 93), (196, 57), (152, 254)]","[(395, 297, 654, 297, 654, 578, 395, 578), (228, 689, 499, 689, 499, 782, 228, 782), (527, 340, 723, 340, 723, 397, 527, 397), (43, 531, 195, 531, 195, 785, 43, 785)]"
"[(73, 269), (193, 55), (198, 161), (121, 145), (109, 288), (157, 78), (268, 124), (177, 175), (216, 268), (114, 216)]","[(91, 243, 164, 243, 164, 512, 91, 512), (259, 271, 452, 271, 452, 326, 259, 326), (537, 642, 735, 642, 735, 803, 537, 803), (451, 786, 572, 786, 572, 931, 451, 931), (475, 67, 584, 67, 584, 355, 475, 355), (284, 447, 441, 447, 441, 525, 284, 525), (647, 734, 915, 734, 915, 858, 647, 858), (664, 513, 841, 513, 841, 688, 664, 688), (698, 348, 914, 348, 914, 616, 698, 616), (635, 616, 749, 616, 749, 832, 635, 832)]"
"[(136, 130), (153, 65), (121, 154), (120, 192), (87, 290), (187, 65), (121, 249), (174, 247)]","[(732, 497, 868, 497, 868, 627, 732, 627), (604, 831, 757, 831, 757, 896, 604, 896), (481, 762, 602, 762, 602, 916, 481, 916), (555, 188, 675, 188, 675, 380, 555, 380), (40, 293, 127, 293, 127, 583, 40, 583), (250, 441, 437, 441, 437, 506, 250, 506), (845, 421, 966, 421, 966, 670, 845, 670), (713, 390, 887, 390, 887, 637, 713, 637)]"
"[(81, 170), (78, 122), (299, 52), (258, 63), (68, 252), (167, 296), (246, 227), (107, 288)]","[(60, 189, 141, 189, 141, 359, 60, 359), (275, 824, 353, 824, 353, 946, 275, 946), (71, 596, 370, 596, 370, 648, 71, 648), (522, 130, 780, 130, 780, 193, 522, 193), (48, 555, 116, 555, 116, 807, 48, 807), (1, 478, 168, 478, 168, 774, 1, 774), (358, 42, 604, 42, 604, 269, 358, 269), (48, 561, 155, 561, 155, 849, 48, 849)]"
